Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
SP1,23/08/14,Almeria,Espanol,1,1,0,0,155,230,170,123,-156,0
SP1,23/08/14,Granada,La Coruna,2,1,0,1,-105,220,320,143,-185,-0.5
SP1,23/08/14,Malaga,Ath Bilbao,1,0,1,0,180,230,145,102,-130,0
SP1,23/08/14,Sevilla,Valencia,1,1,1,0,105,250,250,-114,-109,-0.5
SP1,24/08/14,Barcelona,Elche,3,0,1,0,-1000,800,2000,-345,248,-2.5
SP1,24/08/14,Celta,Getafe,3,1,1,0,-110,240,300,104,-132,-0.5
SP1,24/08/14,Eibar,Sociedad,1,0,1,0,225,240,120,117,-147,0.25
SP1,24/08/14,Levante,Villarreal,0,2,0,0,240,240,110,121,-154,0.25
SP1,25/08/14,Real Madrid,Cordoba,2,0,1,0,-1667,1000,2800,-417,294,-2.75
SP1,25/08/14,Vallecano,Ath Madrid,0,0,0,0,600,300,-200,-127,100,1
SP1,29/08/14,Getafe,Almeria,1,0,1,0,100,240,275,118,-147,-0.5
SP1,29/08/14,Valencia,Malaga,3,0,2,0,-182,320,450,-119,-104,-1
SP1,30/08/14,Ath Bilbao,Levante,3,0,1,0,-303,400,800,-135,106,-1.5
SP1,30/08/14,Ath Madrid,Eibar,2,1,2,1,-455,475,1200,-115,-109,-1.5
SP1,30/08/14,Cordoba,Celta,1,1,0,0,230,230,120,122,-154,0.25
SP1,30/08/14,Espanol,Sevilla,1,2,0,1,150,220,188,112,-141,0
SP1,31/08/14,Elche,Granada,1,1,0,0,120,220,240,142,-185,-0.25
SP1,31/08/14,La Coruna,Vallecano,2,2,1,1,125,230,220,123,-159,-0.25
SP1,31/08/14,Sociedad,Real Madrid,4,2,2,2,650,400,-278,-213,159,1.5
SP1,31/08/14,Villarreal,Barcelona,0,1,0,0,400,320,-175,-182,140,1
SP1,12/09/14,Almeria,Cordoba,1,1,1,1,105,230,260,133,-167,-0.5
SP1,13/09/14,Barcelona,Ath Bilbao,2,0,0,0,-333,450,750,-233,173,-1.5
SP1,13/09/14,Celta,Sociedad,2,2,1,0,120,230,230,-108,-116,-0.25
SP1,13/09/14,Malaga,Levante,0,0,0,0,-161,260,500,128,-164,-1
SP1,13/09/14,Real Madrid,Ath Madrid,1,2,1,1,-149,275,400,-109,-114,-1
SP1,14/09/14,Granada,Villarreal,0,0,0,0,250,220,115,137,-179,0.25
SP1,14/09/14,Sevilla,Getafe,2,0,1,0,-227,333,600,-132,104,-1
SP1,14/09/14,Valencia,Espanol,3,1,1,0,-161,275,450,-104,-120,-1
SP1,14/09/14,Vallecano,Elche,2,3,1,1,-137,250,400,114,-145,-0.75
SP1,15/09/14,Eibar,La Coruna,0,1,0,1,110,220,260,158,-208,-0.5
SP1,19/09/14,Elche,Eibar,0,2,0,2,115,200,280,178,-238,-0.25
SP1,20/09/14,Ath Bilbao,Granada,0,1,0,1,-227,320,650,-118,-105,-1
SP1,20/09/14,Ath Madrid,Celta,2,2,2,1,-227,320,650,-109,-115,-1
SP1,20/09/14,Espanol,Malaga,2,2,1,0,100,230,275,125,-161,-0.5
SP1,20/09/14,La Coruna,Real Madrid,2,8,0,3,850,500,-400,-227,170,1.5
SP1,21/09/14,Cordoba,Sevilla,1,3,0,1,280,230,100,121,-154,0.5
SP1,21/09/14,Levante,Barcelona,0,5,0,2,1400,650,-556,-227,171,2
SP1,21/09/14,Sociedad,Almeria,1,2,0,1,-227,350,550,-137,108,-1.25
SP1,21/09/14,Villarreal,Vallecano,4,2,1,2,-189,280,550,-128,102,-1
SP1,22/09/14,Getafe,Valencia,0,3,0,2,260,230,105,110,-141,0.5
SP1,23/09/14,Celta,La Coruna,2,1,1,0,-175,275,500,-122,-103,-1
SP1,23/09/14,Real Madrid,Elche,5,1,3,1,-1250,1100,2200,-417,291,-3
SP1,24/09/14,Almeria,Ath Madrid,0,1,0,0,500,280,-175,105,-132,1
SP1,24/09/14,Eibar,Villarreal,1,1,1,0,240,200,130,156,-204,0.25
SP1,24/09/14,Granada,Levante,0,1,0,0,-200,290,600,106,-132,-1
SP1,24/09/14,Malaga,Barcelona,0,0,0,0,800,400,-303,-185,143,1.5
SP1,24/09/14,Sevilla,Sociedad,1,0,1,0,-125,260,333,-141,110,-0.75
SP1,24/09/14,Vallecano,Ath Bilbao,2,1,1,1,210,240,125,-118,-105,0.25
SP1,25/09/14,Espanol,Getafe,2,0,0,0,-149,260,450,117,-149,-0.75
SP1,25/09/14,Valencia,Cordoba,3,0,2,0,-303,400,750,-130,103,-1.5
SP1,26/09/14,Elche,Celta,0,1,0,0,180,240,140,132,-167,0
SP1,27/09/14,Ath Bilbao,Eibar,0,0,0,0,-189,275,600,126,-161,-1
SP1,27/09/14,Ath Madrid,Sevilla,4,0,2,0,-149,300,375,109,-137,-0.75
SP1,27/09/14,Barcelona,Granada,6,0,3,0,-769,750,1600,-263,194,-2.5
SP1,27/09/14,Levante,Vallecano,0,2,0,2,200,220,140,104,-132,0
SP1,27/09/14,Villarreal,Real Madrid,0,2,0,2,425,300,-161,-172,134,1
SP1,28/09/14,Cordoba,Espanol,0,0,0,0,170,225,160,128,-164,0
SP1,28/09/14,Getafe,Malaga,1,0,1,0,200,220,138,136,-175,0
SP1,28/09/14,La Coruna,Almeria,0,1,0,0,105,240,260,125,-159,-0.5
SP1,28/09/14,Sociedad,Valencia,1,1,1,1,163,230,163,-123,-103,0
SP1,03/10/14,Getafe,Cordoba,1,1,0,0,-105,220,320,163,-217,-0.5
SP1,04/10/14,Almeria,Elche,2,2,1,1,115,210,260,141,-185,-0.25
SP1,04/10/14,Eibar,Levante,3,3,0,2,-125,240,375,168,-227,-0.75
SP1,04/10/14,Malaga,Granada,2,1,0,1,-125,250,350,137,-179,-0.75
SP1,04/10/14,Valencia,Ath Madrid,3,1,3,1,175,220,160,122,-156,0
SP1,04/10/14,Vallecano,Barcelona,0,2,0,2,800,550,-400,-263,194,1.5
SP1,05/10/14,Celta,Villarreal,1,3,1,2,138,220,200,-101,-125,0
SP1,05/10/14,Espanol,Sociedad,2,0,1,0,150,225,180,111,-141,0
SP1,05/10/14,Real Madrid,Ath Bilbao,5,0,2,0,-500,550,1400,-313,225,-2
SP1,05/10/14,Sevilla,La Coruna,4,1,2,1,-250,340,700,-137,109,-1.5
SP1,17/10/14,Granada,Vallecano,0,1,0,0,120,230,230,106,-133,-0.25
SP1,18/10/14,Ath Bilbao,Celta,1,1,1,0,-110,260,275,-119,-106,-0.5
SP1,18/10/14,Barcelona,Eibar,3,0,0,0,-1000,800,2000,-303,225,-2.5
SP1,18/10/14,Cordoba,Malaga,1,2,0,2,225,200,138,156,-204,0.25
SP1,18/10/14,Levante,Real Madrid,0,5,0,2,1200,650,-588,-286,211,2
SP1,19/10/14,Ath Madrid,Espanol,2,0,1,0,-303,375,850,-102,-123,-1.5
SP1,19/10/14,Elche,Sevilla,0,2,0,0,260,240,105,118,-149,0.5
SP1,19/10/14,La Coruna,Valencia,3,0,2,0,350,240,-120,-109,-115,0.5
SP1,19/10/14,Villarreal,Almeria,2,0,1,0,-303,400,800,-152,119,-1.5
SP1,20/10/14,Sociedad,Getafe,1,2,0,0,-189,300,500,-111,-112,-1
SP1,24/10/14,Celta,Levante,3,0,1,0,-227,350,500,-130,103,-1
SP1,25/10/14,Almeria,Ath Bilbao,0,1,0,0,230,225,120,107,-135,0.25
SP1,25/10/14,Cordoba,Sociedad,1,1,0,1,240,220,120,116,-147,0.25
SP1,25/10/14,Eibar,Granada,1,1,1,1,110,210,275,168,-222,-0.25
SP1,25/10/14,Real Madrid,Barcelona,3,1,1,1,138,275,200,-204,157,-0.25
SP1,25/10/14,Valencia,Elche,3,1,2,0,-278,375,750,-128,103,-1.5
SP1,26/10/14,Espanol,La Coruna,0,0,0,0,-110,240,300,123,-156,-0.5
SP1,26/10/14,Getafe,Ath Madrid,0,1,0,1,600,275,-189,119,-152,1
SP1,26/10/14,Malaga,Vallecano,4,0,3,0,-120,250,333,-101,-123,-0.5
SP1,26/10/14,Sevilla,Villarreal,2,1,0,0,100,240,275,-123,-101,-0.25
SP1,31/10/14,La Coruna,Getafe,1,2,0,1,120,210,250,144,-185,-0.25
SP1,01/11/14,Ath Madrid,Cordoba,4,2,1,0,-556,550,1400,-139,111,-2
SP1,01/11/14,Barcelona,Celta,0,1,0,0,-769,750,1600,-370,266,-2.5
SP1,01/11/14,Granada,Real Madrid,0,4,0,2,1100,600,-500,-227,173,1.75
SP1,01/11/14,Sociedad,Malaga,0,1,0,0,120,240,220,-108,-115,-0.25
SP1,02/11/14,Ath Bilbao,Sevilla,1,0,1,0,140,230,190,-108,-115,0
SP1,02/11/14,Elche,Espanol,2,1,1,0,163,210,175,154,-200,0
SP1,02/11/14,Levante,Almeria,2,1,1,0,140,210,210,131,-167,0
SP1,02/11/14,Villarreal,Valencia,1,3,0,1,110,240,240,-122,-101,-0.5
SP1,03/11/14,Vallecano,Eibar,2,3,0,1,105,220,280,126,-161,-0.5
SP1,07/11/14,Cordoba,La Coruna,0,0,0,0,125,210,240,147,-189,-0.25
SP1,08/11/14,Almeria,Barcelona,1,2,1,0,1600,650,-714,-294,218,2
SP1,08/11/14,Celta,Granada,0,0,0,0,-175,280,500,-106,-118,-1
SP1,08/11/14,Getafe,Elche,0,0,0,0,100,220,300,151,-196,-0.5
SP1,08/11/14,Malaga,Eibar,2,1,0,1,-175,275,500,121,-154,-1
SP1,08/11/14,Real Madrid,Vallecano,5,1,2,1,-2000,1400,2500,-625,398,-3
SP1,09/11/14,Espanol,Villarreal,1,1,0,1,210,220,130,110,-139,0.25
SP1,09/11/14,Sevilla,Levante,1,1,1,0,-400,450,1100,-159,126,-1.5
SP1,09/11/14,Sociedad,Ath Madrid,2,1,1,1,333,260,-125,111,-139,0.5
SP1,09/11/14,Valencia,Ath Bilbao,0,0,0,0,-161,300,425,-114,-109,-1
SP1,21/11/14,Ath Bilbao,Espanol,3,1,2,0,-125,250,350,121,-154,-0.5
SP1,22/11/14,Ath Madrid,Malaga,3,1,2,0,-227,320,650,-101,-123,-1
SP1,22/11/14,Barcelona,Sevilla,5,1,1,0,-500,600,1000,-303,222,-2
SP1,22/11/14,Eibar,Real Madrid,0,4,0,2,1400,550,-556,-256,192,2
SP1,22/11/14,La Coruna,Sociedad,0,0,0,0,240,225,115,116,-147,0.25
SP1,23/11/14,Elche,Cordoba,2,2,0,1,100,220,300,150,-196,-0.5
SP1,23/11/14,Levante,Valencia,2,1,0,0,400,275,-149,100,-127,1
SP1,23/11/14,Vallecano,Celta,1,0,1,0,170,230,155,-145,115,0
SP1,23/11/14,Villarreal,Getafe,2,1,2,0,-227,350,550,-137,110,-1
SP1,24/11/14,Granada,Almeria,0,0,0,0,100,230,280,131,-167,-0.5
SP1,28/11/14,Sociedad,Elche,3,0,2,0,-143,275,400,104,-130,-0.75
SP1,29/11/14,Celta,Eibar,0,1,0,1,-161,300,450,-120,-103,-1
SP1,29/11/14,Espanol,Levante,2,1,2,1,-149,270,450,124,-159,-0.75
SP1,29/11/14,Getafe,Ath Bilbao,1,2,0,1,188,210,163,140,-182,0
SP1,29/11/14,Malaga,Real Madrid,1,2,0,1,900,500,-345,-222,170,1.5
SP1,30/11/14,Ath Madrid,La Coruna,2,0,1,0,-556,600,1600,-156,124,-2
SP1,30/11/14,Cordoba,Villarreal,0,2,0,1,333,260,-118,117,-147,0.5
SP1,30/11/14,Sevilla,Granada,5,1,1,1,-227,350,650,-116,-106,-1.5
SP1,30/11/14,Valencia,Barcelona,0,1,0,0,500,333,-189,-196,150,1
SP1,01/12/14,Almeria,Vallecano,0,1,0,0,138,240,200,-114,-110,-0.25
SP1,06/12/14,Ath Bilbao,Cordoba,0,1,0,1,-250,350,800,107,-133,-1.5
SP1,06/12/14,Elche,Ath Madrid,0,2,0,1,600,275,-175,133,-167,1
SP1,06/12/14,La Coruna,Malaga,0,1,0,1,260,225,110,139,-179,0.25
SP1,06/12/14,Real Madrid,Celta,3,0,1,0,-1111,1100,2000,-556,365,-2.5
SP1,07/12/14,Barcelona,Espanol,5,1,1,1,-1111,1100,2000,-345,250,-2.75
SP1,07/12/14,Granada,Valencia,1,1,0,0,290,240,100,118,-149,0.5
SP1,07/12/14,Vallecano,Sevilla,0,1,0,1,230,240,120,-133,107,0.25
SP1,07/12/14,Villarreal,Sociedad,4,0,0,0,-149,275,450,-130,105,-0.75
SP1,08/12/14,Eibar,Almeria,5,2,3,1,105,220,300,144,-185,-0.5
SP1,08/12/14,Levante,Getafe,1,1,0,0,160,210,190,145,-189,0
SP1,12/12/14,Almeria,Real Madrid,1,4,1,2,1600,650,-588,-294,216,2
SP1,13/12/14,Cordoba,Levante,0,0,0,0,120,220,250,149,-192,-0.25
SP1,13/12/14,Getafe,Barcelona,0,0,0,0,1200,550,-455,-227,170,2
SP1,13/12/14,Malaga,Celta,1,0,1,0,110,230,250,106,-132,-0.25
SP1,13/12/14,Valencia,Vallecano,3,0,3,0,-200,350,500,-156,125,-1
SP1,14/12/14,Ath Madrid,Villarreal,0,1,0,0,-161,300,450,101,-125,-1
SP1,14/12/14,Espanol,Granada,2,1,1,0,-143,260,450,137,-175,-0.75
SP1,14/12/14,Sevilla,Eibar,0,0,0,0,-250,350,800,-120,-103,-1.5
SP1,14/12/14,Sociedad,Ath Bilbao,1,1,1,0,150,220,200,127,-159,0
SP1,15/12/14,La Coruna,Elche,1,0,1,0,125,220,240,145,-185,-0.25
SP1,19/12/14,Celta,Almeria,0,1,0,1,-227,350,550,-152,122,-1
SP1,20/12/14,Barcelona,Cordoba,5,0,1,0,-1667,1400,2500,-526,343,-3.25
SP1,20/12/14,Eibar,Valencia,0,1,0,1,280,230,105,124,-156,0.25
SP1,20/12/14,Levante,Sociedad,1,1,0,0,200,220,150,138,-175,0.25
SP1,20/12/14,Vallecano,Espanol,1,3,1,1,130,240,210,-106,-118,-0.25
SP1,21/12/14,Ath Bilbao,Ath Madrid,1,4,1,0,260,210,125,142,-185,0.25
SP1,21/12/14,Elche,Malaga,1,2,1,0,210,210,150,137,-179,0
SP1,21/12/14,Granada,Getafe,1,1,1,0,138,210,230,149,-192,-0.25
SP1,21/12/14,Villarreal,La Coruna,3,0,1,0,-303,400,900,-137,109,-1.5
SP1,03/01/15,Ath Madrid,Levante,3,1,1,0,-500,550,1600,-145,115,-2
SP1,03/01/15,Elche,Villarreal,2,2,2,2,400,260,-133,116,-147,0.75
SP1,03/01/15,La Coruna,Ath Bilbao,1,0,1,0,220,210,140,145,-189,0.25
SP1,03/01/15,Malaga,Almeria,1,2,0,1,-189,310,550,-111,-111,-1
SP1,03/01/15,Sevilla,Celta,1,0,1,0,-149,280,450,-137,109,-1
SP1,04/01/15,Espanol,Eibar,1,2,0,2,-118,240,375,138,-179,-0.5
SP1,04/01/15,Getafe,Vallecano,1,2,1,1,125,240,220,109,-137,-0.25
SP1,04/01/15,Sociedad,Barcelona,1,0,1,0,800,425,-303,-196,152,1.5
SP1,04/01/15,Valencia,Real Madrid,2,1,0,1,450,333,-175,-204,156,1
SP1,05/01/15,Cordoba,Granada,2,0,2,0,160,200,200,161,-213,-0.25
SP1,09/01/15,Levante,La Coruna,0,0,0,0,110,210,275,151,-196,-0.25
SP1,10/01/15,Celta,Valencia,1,1,0,1,170,220,170,103,-130,0
SP1,10/01/15,Eibar,Getafe,2,1,1,0,130,210,240,148,-196,-0.25
SP1,10/01/15,Malaga,Villarreal,1,1,0,1,200,220,150,120,-152,0
SP1,10/01/15,Real Madrid,Espanol,3,0,2,0,-1250,1000,2800,-455,308,-2.5
SP1,11/01/15,Almeria,Sevilla,0,2,0,0,375,240,-118,108,-135,0.5
SP1,11/01/15,Ath Bilbao,Elche,1,2,0,1,-189,280,650,117,-147,-1
SP1,11/01/15,Barcelona,Ath Madrid,3,1,2,0,-175,333,450,-114,-110,-1
SP1,11/01/15,Granada,Sociedad,1,1,0,1,180,210,170,154,-204,0
SP1,12/01/15,Vallecano,Cordoba,0,1,0,1,-149,275,450,103,-128,-1
SP1,16/01/15,Cordoba,Eibar,1,1,1,0,160,200,200,182,-244,0
SP1,17/01/15,Espanol,Celta,1,0,0,0,170,225,170,102,-128,0
SP1,17/01/15,Sociedad,Vallecano,0,1,0,0,-110,250,320,-118,-106,-0.5
SP1,17/01/15,Valencia,Almeria,3,2,2,2,-303,400,900,-149,118,-1.5
SP1,17/01/15,Villarreal,Ath Bilbao,2,0,1,0,-149,280,450,111,-139,-1
SP1,18/01/15,Ath Madrid,Granada,2,0,1,0,-556,600,1600,-130,104,-2
SP1,18/01/15,Elche,Levante,1,0,1,0,120,220,260,137,-175,-0.25
SP1,18/01/15,Getafe,Real Madrid,0,3,0,0,1200,550,-455,-222,167,2
SP1,18/01/15,La Coruna,Barcelona,0,4,0,2,1400,650,-556,-217,163,2
SP1,18/01/15,Sevilla,Malaga,2,0,1,0,-137,260,425,-112,-111,-1
